Judul,Isi Berita,Kategori
"iran ledek serangan israel: zionis seperti uang receh, terlalu lemah","teheran - pemerintah  iran  telah meremehkan skala dan efektivitas serangan  israel  terhadap siitus-situs militernya pada sabtu dini hari. para pejabatnya bahkan meledek serangan tersebut, yang dianggap terlalu lemah untuk menyaikiti teheran.di teheran, saat ini terjadi perdebatan internal iran tentang cara menanggapi serangan israel.dalam membuat keputusannya, elite politik iran harus mempertimbangkan berbagai tekanan politik, diplomatik, dan militer yang saling bertentangan. namun, nada awal dari pemerintah adalah kebanggaan patriotik atas kinerja pertahanan udara, alih-alih seruan untuk pembalasan segera. beberapa bahkan mengklaim bahwa pertahanan udara terbukti lebih baik daripada iron dome milik israel.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            jet siluman f-35 israel dilaporkan mengebom iran, serang 4 sistem rudal s-300, 4 tentara tewas
                        
                    
                 dalam pernyataan sementara, kementerian luar negeri iran mengutuk serangan tersebut, dengan menambahkan: ""iran merasa berhak dan berkewajiban untuk membela diri terhadap tindakan agresi asing.""juru bicara pemerintah iran, fatemeh mohajerani, mengatakan: ""kerusakan yang terjadi hanya terbatas"". menurutnya kebanggaan rakyat iran telah diperkuat oleh respons mereka terhadap serangan israel.amir-hossein sabeti, anggota parlemen ultra-konservatif untuk teheran, mengatakan di x: “keamanan yang stabil bergantung pada otoritas dan respons yang kuat terhadap kesalahan terkecil musuh. meskipun gunung israel melahirkan seekor tikus, pelanggaran garis merah iran dan invasi wilayah negara itu harus ditanggapi pada tingkat yang akan mengejutkan mereka.”“waktu terbaik untuk menanggapi adalah ketika mereka terlibat dalam perang yang melelahkan di gaza dan beirut,” paparnya, seperti dikutip the guardian, minggu (27/10/2024).di media sosial ada seruan untuk meluncurkan operasi janji sejati iii, referensi nama kode yang diberikan untuk dua serangan pertama iran terhadap israel.sebaliknya, mantan profesor universitas teheran sadegh zibakalam mengatakan: “serangan udara dini hari israel terhadap iran lebih dari sekadar pencapaian militer bagi tel aviv, itu adalah keberhasilan diplomatik bagi washington, yang mampu memaksa [perdana menteri israel benjamin] netanyahu untuk secara ketat membatasi serangan sehingga iran tidak perlu membalas. amerika telah menunjukkan untuk kesekian kalinya bahwa mereka tidak menginginkan perang dengan iran.”
            
                lihat juga: perbandingan kekuatan militer iran vs indonesia",internasional
daftar suku palestina yang ingin dimusnahkan zionis israel sampai habis,"tepi barat - palestina telah beberapa kali menjadi target invasi israel yang membuat sejumlah suku yang mendiami wilayah tersebut terancam. meski zionis berdalih tengah memburu kelompok pejuang, buktinya telah banyak warga sipil yang menjadi korban.dilansir dari al jazeera, israel menjunjung tinggi aspirasi pendiriannya, menegakkan doktrin pendudukan tanpa akhir sembari melakukan genosida yang tersirat dan tersurat sejak tahun 2005, di wilayah palestina.zionis israel menuai keuntungan dari tanah palestina dan sumber dayanya di surga konsumen yang modern, makmur, dan konon demokratis, yang mendorong hubungan dan identifikasi yang kuat dengan amerika serikat (as) dan eropa.namun pada tanggal 7 oktober, ketakutan dan keterkejutan yang hebat mencengkeram masyarakat israel ketika hamas berani memberikan perlawanan yang besar ke tel aviv.ketakutan israel telah ditunjukkan melalui militerisasi, narasi anti-palestina, pembingkaian ulang perlawanan sebagai ""terorisme,"" mengingat kekejaman masa lalu, berfokus pada ancaman yang dirasakan, dan mempromosikan segregasi, yaitu apartheid.daftar suku di palestina yang akan dihabisi israeluntuk meredakan ketakutan tersebut, berbagai genosida untuk melenyapkan setiap suku yang ada di palestina dengan dalih memburu pelaku terorisme pun dilakukan.dikutip dari iwgia, masyarakat adat palestina adalah badui jahalin, al-kaabneh, al-azazmeh, al-ramadin, dan al-rshaida.israel tidak memberikan suara untuk deklarasi perserikatan bangsa-bangsa tentang hak-hak masyarakat adat, dan masyarakat adat di palestina hidup dalam ketakutan terus-menerus, yang disebabkan pembongkaran dan penyitaan properti mereka, serta pembatasan hak-hak mereka untuk beraktivitas.setelah deklarasi kemerdekaan israel pada tahun 1948, suku badui jahalin, bersama dengan empat suku lainnya dari gurun negev (al-kaabneh, al-azazmeh, al-ramadin, dan al-rshaida), berlindung di tepi barat, yang saat itu berada di bawah kekuasaan yordania.suku-suku ini secara tradisional adalah petani penggembala semi-nomaden yang tinggal di daerah pedesaan di sekitar hebron, betlehem, yerusalem, yerikho, dan lembah yordan, yang disebut dengan daerah c.
            
                lihat juga: tidak seperti hassan nasrallah, pemimpin baru hizbullah justru bukan dari keturunan nabi muhammad, kenapa?",internasional
"adu pengaruh benjamin netanyahu vs ali khamenei, siapa lebih unggul?","jakarta - perbandingan pengaruh  benjamin netanyahu  dengan  ayatollah ali khamenei  menarik diketahui. kedua nama pemimpin di timur tengah tersebut sama-sama berstatus penting di negaranya, yakni israel dan iran.belakangan, ketegangan di timur tengah semakin memanas buntut perseteruan iran dan israel. tak sedikit orang yang menganggap bahwa momen ini bisa menjadi pemicu perang besar-besaran.dalam konflik yang terjadi antara iran dan israel, ada dua nama pemimpin yang disorot, yakni netanyahu di sisi israel serta ali khamenei di pihak iran. keduanya sama-sama punya pengaruh besar sebagai pemimpin negaranya.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            teka-teki iran tak luluh lantak diserang 100 pesawat israel, termasuk jet siluman f-35
                        
                    
                 perbandingan pengaruh benjamin netanyahu vs ali khamenei1. pengaruh di internal negarabenjamin netanyahu adalah perdana menteri (pm) israel, sementara ali khamenei merupakan pemimpin tertinggi iran. berkaca pada statusnya, kedua sosok ini sama-sama menjadi orang nomor satu di negaranya masing-masing.sejalan dengan hal tersebut, pengaruh netanyahu maupun khamenei di negaranya bersifat mutlak. namun, tetap ada perbedaan di antara keduanya soal pengaruh dalam negeri. pada sisi khamenei, dia sangat dihormati mengingat statusnya yang juga imam syiah di iran. jadi, selain menjadi pemimpin politik, khamenei dianggap pula sebagai pemimpin agama di sana.sementara netanyahu, dia memang statusnya pm israel. tetapi, reputasinya telah jeblok selama beberapa waktu terakhir di kalangan warganya.alasannya beragam, termasuk dianggap bertanggung jawab atas serangan hamas 7 oktober dan tak kunjung dibebaskannya tawanan israel. belum lagi, netanyahu punya sederet kontroversi lain, termasuk skandal yang kerap menimpa para loyalisnya di pemerintahan.2. reputasi di luar negeribenjamin netanyahu jelas dibenci banyak orang di dunia. sebagai pemimpin negara israel, dia selalu berbuat masalah dan seakan menantang negara-negara lain tanpa pandang bulu.
            
                lihat juga: netanyahu ungkap ingin berdamai dengan negara-negara arab",internasional
"daftar 7 menteri termuda kabinet prabowo, nomor 1 penerima adhi makayasa akmil 1999","jakarta - terdapat tujuh  menteri  kabinet merah putih yang terbilang muda usianya jika dibandingkan dengan yang lain. bahkan salah satu di antara mereka ada yang masih berumur 30-an tahun.kabinet merah putih merupakan nama kabinet yang dibentuk oleh presiden prabowo subianto dan wakil preiden gibran rakabuming raka. kabinet merah putih itu terdiri dari 48 menteri dan 56 wakil menteri. jajaran kabinet merah putih hari ini baru saja menyelesaikan retreat di akademi militer (akmil) magelang, jawa tengah. retreat digelar sejak kamis, 25 oktober 2024.dari sejumlah nama menteri yang ditunjuk presiden prabowo subianto, beberapa di antaranya masih tergolong muda. siapa saja mereka?7 menteri termuda kabinet prabowo1. iftitah sulaiman - 47 tahunletkol tni (purn) muhammad iftitah sulaiman suryanagara yang lahir pada 10 maret 1977, telah berusia 47 tahun ketika dilantik jadi menteri transmigrasi pada 21 oktober 2024. purnawirawan tni itu merupakan politikus partai demokrat.pria asal banten itu merupakan lulusan terbaik akademi militer (akmil) 1999 dan penerima bintang adhi makayasa. karier iftitah di militer harus terhenti pada 2018 lantaran memutuskan untuk pensiun dini dari tni dan fokus membantu ahy dalam dunia politik dan bisnis.2. raja juli antoni - 47 tahunraja juli antoni yang lahir di pekanbaru, riau, pada 13 juli 1977, kini telah berusia 47 tahun. pada 21 oktober 2024, politikus psi itu dilantik menjadi menteri kehutanan.dalam riwayat kariernya, juli antoni pernah dipercaya sebagai direktur eksekutif maarif institute yang didirikan mantan ketua umum pp muhammadiyah, ahmad syafii maarif. dirinya juga sempat menjadi calon ketua umum pp muhammadiyah periode 2015–2020, namun gagal.3. agus harimurti yudhoyono - 46 tahunanak dari presiden susilo bambang yudhoyono ini lahir pada 10 agustus 1978. saat ini dirinya dipercaya untuk menjadi menteri koordinator infrastruktur dan pembangunan wilayah, yang merupakan kementerian baru di kabinet merah putih.sebelumnya, ahy sempat menduduki posisi menteri agraria dan tata ruang indonesia selama beberapa bulan. dirinya merupakan ketua umum dari partai demokrat.4. meutya hafid - 46 tahunselanjutnya ada meutya hafid yang menjabat sebagai menteri komunikasi dan digital pada usia 46 tahun. wanita kelahiran 3 mei 1978 tersebut adalah mantan anggota dpr sejak 2010 menggantikan burhanuddin napitupulu yang meninggal dunia.sebelum terjun ke politik, ia bekerja sebagai jurnalis di metro tv serta menjadi pembawa acara di beberapa acara televisi.5. prasetyo hadi 44 tahunprasetyo hadi yang merupakan politisi partai gerindra dipercaya menjadi menteri sekretaris negara ketika masih berusia 44 tahun. pria yang lahir pada 28 oktober 1979 tersebut adalah mantan anggota dpr-ri yang mengundurkan diri pada juli 2020.kala itu, dirinya bertugas di komisi ii yang membidangi pemerintahan dalam negeri dan otonomi daerah.6. maman abdurrahman - 42 tahunmaman abdurrahman lahir pada 10 september 1980, sehingga usianya kini masih 42 tahun. pria asal pontianak ini pernah menjabat sebagai anggota dpr-ri selama dua periode, dari tahun 2018 hingga 2024.kader partai golkar itu bertugas di komisi vii dan dipercaya menjabat sebagai wakil ketua komisi vii.7. dito ariotedjo -34 tahunmenteri termuda di kabinet merah putih yang dibentuk prabowo subianto adalah dito ariotedjo yang masih berusia 34 tahun. pria kelahiran 25 september 1990 itu bahkan merupakan menteri termuda sepanjang sejarah orde baru.dito juga menjadi orang kelahiran dasawarsa 1990-an pertama yang menjadi menteri. sebelumnya, ia pernah masuk ke dalam jajaran tim ahli menteri koordinator bidang perekonomian indonesia di tahun 2022 lalu.
            
                lihat juga: gibran bakal jadi plt presiden pekan depan, begini kata istana
            (abd)",nasional
"sempat ditunda, sidang pk jessica wongso digelar di pn jakarta pusat hari ini","jakarta   - pengadilan negeri jakarta pusat (pn jakpus) kembali menggelar sidang peninjauan kembali (pk) jessica kumala wongso hari ini, selasa (29/10/2024). pk tersebut terkait kasus pembunuhan wayan mirna salihin yang dikenal dengan kasus kopi sianida.diketahui, sejatinya sidang perdana pk tersebut digelar pada senin, 28 oktober 2024. namun, persidangan ditunda lantaran pihak pemohon belum menghadirkan saksi novum untuk disumpah. ""kalau ada novum harus disumpah dulu,"" kata ketua majelis hakim zulkifli atjo di ruang sidang pengadilan negeri jakarta pusat, senin (21/10/2024). 
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            kekeliruan hakim jadi alasan jessica wongso ajukan pk kasus kopi sianida
                        
                    
                 hakim atjo menyatakan sidang tersebut ditunda hingga pekan depan. penundaan sekaligus untuk melengkapi hal-hal yang dibutuhkan. 
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            41 perwira polisi berpangkat kompol dimutasi kapolda metro jaya, ini nama-namanya
                        
                    
                 ""karena kami itu hanya melaksanakan formalitasnya, membuktikan materilnya mahkamah agung. kita tunda hari selasa, tanggal 29 (oktober) sambil melengkapi yang belum lengkap,"" ujar hakim atjo. pantauan di lokasi, jessica dan penasihat hukumnya sudah berada di ruang sidang pn jakpus sekira pukul 10.16 wib. jessica tampak sudah bersiap untuk mengikuti persidangan.
            
                lihat juga: sidang pk jessica wongso, pembacaan memori kasasi
            (cip)",nasional
"cnn sebut jet tempur israel terobos langit iran, beda dengan klaim teheran","teheran - cnn, media yang berbasis di amerika serikat (as), melaporkan beberapa jet tempur  israel  memasuki langit atau wilayah udara  iran  dalam serangan udara hari sabtu.laporan itu berbeda dengan narasi teheran bahwa jet-jet tempur zionis menyerang dengan menggunakan wilayah udara irak yang dikendalikan amerika serikat (as), tanpa memasuki wilayah udara iran.laporan cnn muncul sehari setelah iran international melaporkan jet tempur siluman f-35 israel telah memasuki wilayah udara iran untuk pertama kalinya dan mengebom target di dekat teheran.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            militer iran: jet-jet tempur israel menyerang dari wilayah udara irak
                        
                    
                 laporan media amerika itu mengutip seorang mantan dan seorang pejabat israel saat ini. tidak disebutkan jenis jet tempur zionis yang menerobos wilayah udara iran.""sementara sekitar 100 jet terlibat dalam misi tersebut, hanya beberapa yang memasuki wilayah udara iran,"" tulis cnn dalam laporannya.beberapa jam setelah serangan udara israel, staf umum angkatan bersenjata iran mengatakan bahwa pesawat israel menggunakan wilayah udara irak yang dikendalikan oleh militer as untuk meluncurkan beberapa rudal jarak jauh yang diluncurkan dari udara.pernyataan militer iran menambahkan bahwa serangan zionis mengakibatkan ""kerusakan terbatas dan minimal"". ""berkat kinerja pertahanan udara negara yang tepat waktu,"" kata staf umum tersebut.""beberapa sistem radar rusak, beberapa di antaranya segera diperbaiki, sementara yang lain saat ini sedang diperbaiki,"" lanjut pernyataan tersebut.namun, citra satelit dari planet labs dan penyedia komersial lainnya, yang dianalisis oleh para ahli militer, mengungkapkan kerusakan parah pada situs-situs utama militer iran, yang menggarisbawahi dampak signifikan dari operasi israel.target serangan itu meliputi fasilitas produksi rudal, pabrik pencampuran bahan bakar rudal, dan situs-situs yang terkait dengan pengembangan senjata nuklir. 
            
                lihat juga: perbandingan kekuatan militer iran vs indonesia",internasional
"pertahanan udara iran berhasil cegat banyak rudal israel, kerusakan minimal","teheran - iran mengatakan israel menyerang fasilitas militer di seluruh negeri pada sabtu pagi (26/10/2024), menyebabkan ""kerusakan terbatas"" di beberapa daerah.pertahanan udara iran terbukti mampu mencegat banyak rudal yang diluncurkan israel.“israel menyerang bagian-bagian pusat militer di provinsi teheran, khuzestan, dan ilam,"" ungkap laporan kantor berita negara irna.irna menambahkan, ""serangan itu telah berhasil dicegat dan dilawan oleh sistem pertahanan udara terpadu iran.”“pejabat iran sebelumnya mengatakan pertahanan udara dikerahkan di beberapa daerah di sekitar teheran dan negara itu,"" papar laporan irna.kantor berita milik negara irna mengatakan, “pertahanan udara iran berhasil menembak jatuh target musuh di wilayah udara sekitar provinsi teheran.""rekaman yang dibagikan secara daring menangkap apa yang tampak sebagai intersepsi di atas ibu kota iran.seperti yang dilaporkan sebelumnya, juru bicara senior militer israel daniel hagari telah mengonfirmasi bahwa israel telah mengakhiri serangan balasannya terhadap iran.juru bicara militer israel asal arab, avichay adraee, telah memberikan rincian lebih lanjut tentang apa yang disebut sebagai operasi ""hari-hari perhitungan"".adraee menjelaskan, “semua pesawat kami kembali dengan selamat ke pangkalan mereka. pesawat angkatan udara, yang dipandu oleh intelijen, telah menyerang sarana produksi rudal yang diluncurkan oleh iran ke negara israel selama setahun terakhir, karena rudal-rudal ini merupakan ancaman langsung dan segera terhadap warga israel.”“sistem rudal permukaan-ke-udara iran dan kemampuan udara lainnya juga diserang, yang dimaksudkan untuk membatasi kebebasan udara israel di iran. serangan telah selesai dan tujuannya tercapai,” pungkas dia.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            israel serang iran, 7 ledakan terdengar di teheran dan sekitarnya
                        
                    
                 
            
                lihat juga: 3 alasan israel mengalami kekalahan perang di lebanon dan gaza
            (sya)",internasional
"profil letkol laut romi habe putra, ajudan presiden prabowo berpengalaman pimpin kapal perang","jakarta - profil letkol laut (p)  romi habe putra  dapat diketahui dari artikel berikut ini. abituren akademi angkatan laut (aal) 2002 itu salah satu perwira yang diajukan sebagai  ajudan presiden prabowo subianto .total ada empat perwira yang disodorkan menjadi ajudan presiden prabowo subianto. selain, romi habe putra dari tni al, ada pula kolonel inf wahyo yuniartoto dari tni ad, kolonel pnb anton pallaguna dari tni au, dan kombes pol ahrie sonta dari polri.""tni al telah menyeleksi sejumlah kandidat terbaiknya sejak september-oktober dari tingkat mabes tni angkatan laut kemudian setmilpres untuk ajudan presiden, kemudian dari rangkaian proses seleksi itu, kandidat yang terpilih dari tni al letkol laut (p) romi habe putra,"" kata kepala dinas penerangan angkatan laut (kadispenal) laksamana pertama tni i made wira hady, selasa (22/10/2024).
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            profil kolonel pnb anton pallaguna, calon ajudan presiden prabowo subianto
                        
                    
                 profil letkol laut (p) romi habe putraromi habe putra telah menyiapkan diri masuk dunia militer sejak muda. prajurit kelahiran 1981 itu bersekolah di sma taruna nusantara di magelang, jawa tengah yang dikenal sebagai sekolah calon taruna. setelah tamat, romi melanjutkan pendidikan ke aal dan lulus pada 2002.selama berkarier di tni al, romi banyak memimpin kapal perang. ia pernah menjadi komandan kri sura-802 saat berpangkat mayor laut (p), komandan kri wiratno-379, dan komandan kri sultan hasanuddin-336. jabatan terakhir belum lama diserah-terimakan kepada letkol laut (p) agung maulana pada september lalu.atas kinerjanya memimpin kapal perang, romi pernah diganjar penghargaan dari kementerian kelautan dan perikanan (kkp) pada 2016 dalam pemberantasan illegal fishing. kri sura-802 menjadi terbanyak menangkap kapal ikan asing ilegal.karier yang diraih romi tak lepas dari semangatnya mengikuti beragam pendidikan pengembangan diri. antara lain mengikuti pendidikan spesialisasi perwira pelaut pada 2009, mengikuti pendidikan setingkat diklapa di internasional maritime officers course usa pada 2013, mengikuti dikmatra-2 pada 2015, dan australian command staff college pada 2018. romi juga mengikuti dikmatra-3 tni al angkatan 12 dengan predikat lulusan terbaik.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            5 fakta menarik ajudan prabowo yang baru, hanya yang berprestasi yang terpilih!
                        
                    
                 romi juga banyak mengikuti pendidikan pengembangan spesialis, antara lain qpr & maintenance nav equipt, operator/on board level maintenance dan operator interrogator trans. crs, prancis pada 2007. setahun kemudian ia mengikuti basic training, stcw table, helicopter landing officer & firefighting course, tacticos on board refresher training, tetral officer & operators training, dan exocet mm40 itl 70a b2 shipofficer di belanda.pada 2011, romi mengikuti kursus perwira peperangan pwo dengan predikat lulusan terbaik. lima tahun setelah itu, romi juga mengikuti maritime operations law course di australia.penugasan yang diemban romi tidak hanya di dalam negeri, tapi juga luar negeri. prajurit angkatan laut kelahiran bengkinang, riau itu pernah ditugaskan di belanda, jerman, dan prancis pada 2007 untuk tugas factory training korvet sigma. ia juga pernah bertugas di teluk aden somalia pada 2011 sebagai liaison officer ctf 151.pada 2014, romi bertugas di inggris sebagai cawak kapal mrlf. empat tahun setelahnya, romi tugas belajar sesko angkatan sekaligus s-2 di anu, australia pada 2018.
            
                lihat juga: jadi korban mafia tanah, guru besar ipb kirim surat keadilan ke presiden prabowo
            (abd)",nasional
prabowo minta data subsidi selesai dalam dua minggu,"jakarta -  presiden prabowo subianto  meminta jajaran menteri kabinet merah putih menyinkronkan data-data  subsidi  untuk masyarakat dalam dua pekan ke depan. hal itu penting dilakukan agar data subsidi tepat sasaran.""sekarang lagi mempertajam data-data supaya masyarakat yang menerima tepat. tak ada lagi subsidi yang tak tepat sasaran seperti itu. tepat sasaran subsidinya ke orang. masih dikaji, perintahnya dua minggu diselesaikan,"" kata kepala kantor komunikasi kepresidenan hasan nasbi di kompleks istana kepresidenan, jakarta, rabu (30/10/2024).hasan mengatakan, pemerintah saat ini akan menyinkronkan data-data penerima subsidi termasuk dari data terpadu kesejahteraan sosial (dtks) hingga data dari bappenas. ia menegaskan pemberian subsidi nantinya akan sesuai dengan by name by address yang datanya sinkronisasi di bawah koordinasi badan pusat statistik (bps).
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            prabowo perintahkan subsidi bbm langsung diberikan ke masyarakat
                        
                    
                 ""sudah ditunjuk tadi data disiapkan bps. seluruh kementerian terlibat dan leading sektor bps,"" katanya.hasan mengatakan sinkronisasi data ini untuk tindak lanjut kebijakan subsidi energi, di antaranya listrik, bbm, hingga gas.""ini soal kebijakan (subsidi) energi. segala macam. subsidi itu nanti akan diberikan supaya lebih tepat sasaran bagi masyarakat yang membutuhkan,"" katanya.
            
                lihat juga: baleg dpr usul prolegnas disesuaikan dengan asta cita prabowo
            (abd)",nasional
militer iran ungkap serangan israel targetkan pangkalan di 3 provinsi,"teheran - militer iran mengonfirmasi serangan israel terhadap negara tersebut menargetkan pangkalan militer di provinsi ilam, khuzestan, dan teheran, yang menyebabkan ""kerusakan terbatas.""pernyataan dari angkatan bersenjata iran dibacakan di televisi pemerintah, yang tidak menunjukkan gambar dari lokasi serangan.militer iran mengklaim pertahanan udaranya membatasi kerusakan yang ditimbulkan oleh serangan israel.juru bicara militer israel daniel hagari telah mengonfirmasi serangan balasan israel terhadap iran telah selesai.""kami melakukan serangan yang terarah dan tepat terhadap target militer di iran dan menggagalkan ancaman langsung terhadap negara israel,"" ujar dia.hagari memperingatkan pemerintah iran bahwa israel siap menyerang target lebih lanjut di negara tersebut jika diperlukan.""kami akan tahu cara memilih target tambahan... dan menyerang mereka jika diperlukan. ini adalah pesan yang jelas, siapa pun yang mengancam israel, akan membayar harga yang mahal,"" tegas dia.militer israel telah melancarkan serangan terhadap iran, menghantam sekitar 20 lokasi selama beberapa jam sebagai respons atas serangan rudal republik islam itu pada 1 oktober terhadap israel. juru bicara militer israel mengatakan serangan yang kini telah selesai, yang dia namakan sebagai operasi ""hari-hari pembalasan"", dengan menyerang ""sarana produksi rudal"" iran, serta sistem rudal permukaan-ke-udara dan kemampuan pertahanan udara lainnya. israel telah memperingatkan iran agar tidak membalas, dengan mengatakan mereka akan ""diwajibkan untuk membalas"" lagi.
            
                lihat juga: ada rusia di balik iran sukses ladeni serangan israel",internasional
wamentan sudaryono dorong sumber protein alternatif untuk makan bergizi gratis,"jakarta - pemerintah indonesia mempersiapkan program makan bergizi gratis (mbg) yang dijadwalkan mulai januari 2025. wakil menteri pertanian (wamentan), sudaryono mengusulkan agar pemenuhan protein untuk program ini tidak hanya bergantung pada susu, melainkan juga pada sumber protein lain.wamentan sudaryono atau yang akrab disapa mas dar ini menyatakan bahwa produksi susu nasional saat ini tengah digenjot guna memenuhi kebutuhan program makan bergizi gratis. ia pun menyarankan, agar badan gizi melakukan substitusi sumber protein alternatif.""produksi susu kita belum mencukupi. kita tidak ingin membebani negara dengan impor susu. sebaiknya, badan gizi mempertimbangkan sumber protein alternatif,"" kata wamentan dalam rapat koordinasi bersama badan usaha milik negara (bumn) pangan, di kantor pusat kementerian pertanian, jakarta, selasa (29/10/2024).wamentan sudaryono menjelaskan, ayam dan telur merupakan contoh sumber protein yang sudah tersedia dengan cukup, bahkan untuk ekspor. ia menekankan pentingnya manfaat ekonomi bagi petani dan peternak dalam program makan bergizi. wamentan sudaryono menyebutkan, makan bergizi tidak hanya berarti minum susu, tapi juga memenuhi kebutuhan protein dari berbagai sumber.“ayam dan telur kita sudah swasembada, kita sudah cukup. atau bisa juga dengan sumber protein lainnya. makan bergizi itu kan bukan hanya berarti minum susu, artinya makan dengan jumlah protein yang cukup. dan kita ingin betul-betul makan bergizi ini secara ekonomi bermanfaat juga bagi petani padi, petani sayur, termasuk peternak,” ujarnya.wamentan sudaryono juga menambahkan, adanya beberapa sentra susu di indonesia, seperti banyumas dan boyolali, yang dapat menyuplai kebutuhan lokal. “pemerintah membuka ruang kepada perusahaan dalam dan luar negeri untuk mendatangkan sapi hidup dan membangun industri sapi. kita lagi kawal dan akan kita beri asistensi,” ucapnya.sebelumnya, menteri pertanian andi amran sulaiman menegaskan, kementan berkomitmen kuat untuk menyukseskan cita-cita swasembada pangan dan makan bergizi gratis yang digagas oleh presiden prabowo subianto. untuk itu, ada dua strategi yang disiapkan yaitu peningkatan produksi susu dan daging, serta program pekarangan pangan bergizi.“program kita ke depan adalah membagikan benih dan bibit unggul. jadi di pekarangan bisa tanam sayur-sayuran, umbi-umbian, ternak ayam, bebek, lele. jangan hanya melihat makanan bergizinya, tetapi ekonomi perdesaan dapat tumbuh,” tutur menteri pertanian (mentan) andi amran sulaiman pada kamis (24/10/2024) lalu.
            
                lihat juga: pgn siap ambil peran dalam gotong royong bangun jargas nasional untuk kurangi subsidi energi
            (ars)",nasional
survei indikator sebut kejagung lembaga penegak hukum paling dipercaya publik,"jakarta - kejaksaan agung ( kejagung ) di bawah kepemimpinan jaksa agung st burhanuddin masih menjadi lembaga penegak hukum paling dipercaya publik. hal tersebut terpotret dari survei yang dilakukan indikator politik indonesia.kejagung berada di urutan ketiga setelah institusi presiden dan tni. kepercayaan publik terhadap kejagung mencapai 75%, paling tinggi dibanding lembaga penegak hukum lainnya.""kalau kita cek, tni masih paling tinggi yang dipercaya (96%), disusul institusi presiden sekitar 86%, kemudian kejaksaan agung 75%,"" ujar direktur eksekutif indikator politik indonesia, burhanuddin muhtadi saat merilis hasil survei keyakinan dan ekspektasi publik terhadap pemerintahan prabowo-gibran secara daring, minggu (27/10/2024).
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            3 hakim yang vonis bebas ronald tannur ditangkap kejagung
                        
                    
                 di bawah kejagung, ada pengadilan dengan tingkat kepercayaan publik sekitar 73%, polri 69%, mahkamah konstitus (mk) 68% dan komisi pemberantasan korupsi (kpk) 65%.sementara itu, menteri perumahan maruarar sirait mengapresiasi capaian kejagung sebagai lembaga penegak hukum paling dipercaya publik. maruarar menyebut jaksa agung st burhanuddin pernah menyatakan soal komitmennya dalam pemberantasan korupsi.
                
                    baca juga
                    
                        
                    
                        
                    
                        
                            kejagung sidik 405 kasus korupsi, total kerugian rp39 triliun
                        
                    
                 ""jaksa agung itu bagus, bilang kalau memberantas korupsi harus dari kepalanya. orang nomor satunya. saya pikir kalau seorang jaksa agung bisa ngomong begitu, kita para menteri juga harus bisa memberi contoh itu,"" kata politikus partai gerindra yang juga hadir dalam rilis survei.survei indikator politik indonesia dilakukan pada periode 10-15 oktober 2024. populasi survei seluruh warga negara indonesia di survei nasional yang punya hak pilih dalam pemilihan umum, yakni mereka yang sudah berumur 17 tahun atau lebih, atau sudah menikah ketika survei dilakukan.penarikan sampel menggunakan metode multistage random sampling dengan jumlah sampel 1.200 orang. dengan asumsi metode simple random sampling, ukuran sampel 1.200 responden memiliki toleransi kesalahan (margin of error--moe) sekitar ±2.9% pada tingkat kepercayaan 95 persen. sampel berasal dari seluruh provinsi di indonesia yang terdistribusi secara proporsional. responden terpilih diwawancarai lewat tatap muka oleh pewawancara yang telah dilatih. quality control terhadap hasil wawancara dilakukan secara random sebesar 20% dari total sampel oleh supervisor dengan kembali mendatangi responden terpilih (spot check). dalam quality control tidak ditemukan kesalahan berarti.
            
                lihat juga: tom lembong tersangka korupsi impor gula, cak imin: saya turut sedih
            (cip)",nasional
