Judul_cleaned,Isi_cleaned,Kategori
"['dorong', 'dialog', 'pemerintahgenerasi', 'muda', 'angela', 'tanoesoedibjo', ':', 'kebijakan', 'berpihak']","['jakarta', 'ketua', 'partai', 'perindo', 'angela', 'tanoesoedibjo', 'menilai', 'forumforum', 'dialog', 'pemerintah', 'generasi', 'muda', '.', 'kebijakan', 'diambil', 'berpihak', 'generasi', 'muda', '.', 'angela', 'menyebut', 'forumforum', 'dialog', 'langsung', 'pemangku', 'kebijakan', 'mendengar', 'bertukar', 'pikiran', 'generasi', 'muda', '.', 'mendengarkan', 'aspirasi', 'generasi', 'muda', 'bertukar', 'pikiran', 'generasi', 'muda', 'm', 'bloc', 'jakarta', 'selatan', 'senin', '.', 'baca', 'angela', 'tanoesoedibjo', 'diyakini', 'inspirasi', 'kaum', 'perempuan', 'terjun', 'politik', 'angela', 'menilai', 'dialog', 'pemerintah', 'generasi', 'muda', 'inti', 'permasalahan', 'generasi', 'muda', 'arah', 'kebijakan', 'diambil', 'pemerintah', 'berpihak', 'kaum', 'muda', '.', 'depannya', 'kebijakankebijakan', 'insyaallah', 'diambil', 'pemerintah', 'daerah', 'berpihak', 'generasi', 'muda', '.', 'baca', 'dekade', 'partai', 'perindo', 'angela', 'tanoesoedibjo', 'ajak', 'kader', 'merefleksikan', 'tujuan', 'berpolitik', 'menilai', 'pemerintah', 'berperan', 'aktif', 'melibatkan', 'pemuda', '.', 'langkah', 'kepemimpinan', 'dimiliki', 'generasi', 'dirasakan.kita', 'mendengar', 'generasi', 'muda', 'bangsa', '.', 'betulbetul', 'selami', 'bicarabicara', 'pungkasnya', '.', 'lihat', ':', 'volunteering', 'keberlanjutan', 'sumpah', 'pemuda', 'pantai', 'teleng', 'ria', 'pacitan', 'cip']",nasional
"['kejagung', 'beberkan', 'peran', 'tom', 'lembong', 'impor', 'gula']","['jakarta', 'kejaksaan', 'agung', 'kejagung', 'menetapkan', 'menteri', 'perdagangan', 'periode', 'thomas', 'trikasih', 'lembong', 'ttl', 'alias', 'tom', 'lembong', 'tersangka', 'dugaan', 'korupsi', 'impor', 'gula', '.', 'kejagung', 'menilai', 'tom', 'lembong', 'menyalahi', 'aturan', 'pemberian', 'izin', 'swasta', 'impor', 'gula', '.', 'kejagung', 'mei', 'indonesia', 'mengalami', 'surplus', 'gula', '.', 'impor', 'gula', '.', 'menteri', 'perdagangan', 'saudara', 'ttl', 'persetujuan', 'impor', 'gula', 'kristal', 'mentah', 'ribu', 'ton', 'pt', 'ap', 'gula', 'kristal', 'mentah', 'diolah', 'gula', 'kristal', 'putih', 'gkp', 'direktur', 'penyidikan', 'jampidsus', 'kejagung', 'abdul', 'qohar', 'konferensi', 'pers', 'selasa', '.', 'kejagung', 'menilai', 'tindakan', 'ttl', 'menyalahi', 'keputusan', 'menteri', 'perdagangan', 'perindustrian', 'nomor', '.', 'keputusan', 'tertulis', 'diperbolehkan', 'impor', 'gula', 'bumn', '.', 'baca', 'breaking', 'news', 'tom', 'lembong', 'tersangka', 'impor', 'gula', 'berdasarkan', 'persetujuan', 'impor', 'dikeluarkan', 'tersangka', 'ttl', 'impor', 'gula', 'pt', 'ap', 'impor', 'gula', 'kristal', 'mentah', 'rapat', 'koordinasi', 'instansi', 'terkait', 'rekomendasi', 'kementerian', 'perindustrian', 'kebutuhan', 'riil', 'gula', 'negeri', '.', 'tim', 'penyidik', 'jaksa', 'agung', 'muda', 'tindak', 'pidana', 'khusus', 'jampidsus', 'kejaksaan', 'agung', 'kejagung', 'ri', 'menetapkan', 'menteri', 'perdagangan', 'mendag', 'ttl', 'alias', 'thomas', 'trikasih', 'lembong', 'direktur', 'pengembangan', 'bisnis', 'pt', 'perusahaan', 'perdagangan', 'indonesia', 'ppi', 'berinisial', 'cs', '.', 'baca', 'senyum', 'tom', 'lembong', 'pakai', 'rompi', 'tahanan', 'kejagung', 'langsung', 'direktur', 'penyidik', 'jampidsus', 'kejagung', 'ri', 'abdul', 'qohar', 'selasa', 'malam', '.', 'penyidik', 'jaksa', 'agung', 'muda', 'tindak', 'pidana', 'khusus', 'kejaksaan', 'agung', 'ri', 'menetapkan', 'status', 'saksi', 'orang', 'tersangka', 'memenuhi', 'alat', 'bukti', 'bersangkutan', 'tindak', 'pidana', 'korupsi', 'abdul', 'qohar.adapun', 'tersangka', 'ttl', 'menteri', 'perdagangan', 'periode', 'berdasarkan', 'surat', 'penetapan', 'tersangka', 'nomor', 'tapf', ':', 'fd', ':', 'tanggal', 'oktober', '.', 'tersangka', 'nama', 'ds', 'direktur', 'pengembangan', 'bisnis', 'pt', 'ppi', 'berdasarkan', 'surat', 'penetapan', 'tersangka', 'nomor', 'tapf', ':', 'fd', ':', 'tanggal', 'oktober', '.', 'lihat', ':', 'lembong', 'terjerat', 'hukum', 'perizinan', 'impor', 'surplus', 'gula', 'rca']",nasional
"['kapolri', 'siapkan', 'program', 'sukseskan', 'asta', 'cita', 'prabowogibran']","['jakarta', 'kapolri', 'jenderal', 'polisi', 'listyo', 'sigit', 'prabowo', 'memerintahkan', 'jajarannya', 'mendukung', 'asta', 'cita', 'presiden', 'prabowo', 'subianto', '.', 'diungkap', 'sigit', 'video', 'conference', 'vicon', 'jajaran', 'polda', 'polres', 'senin', 'oktober', '.segera', 'rencana', 'jangka', 'pendek', 'menengah', 'sigit', 'mengawali', 'arahannya', 'jajaran', 'dikutip', 'keterangan', 'resminya', 'selasa', '.', 'baca', 'kapolri', ':', 'upaya', 'extraordinary', 'cegah', 'kebocoran', 'keuangan', 'negara', 'sigit', 'mengungkap', 'instruksi', 'presiden', 'prabowo', 'kegiatan', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'akmil', 'magelang', 'jawa', '.', 'salah', 'instruksinya', 'menjadikan', 'indonesia', 'negara', 'kuat', 'terhormat', 'disegani', 'rakyatnya', 'hidup', 'sejahtera', 'berkontribusi', 'positif', 'kehidupan', 'bangsabangsa', '.', 'mendukung', 'sigit', 'polri', 'program', 'mendukung', 'asta', 'cita', 'ditetapkan', 'pemerintah', '.', 'baca', 'perwira', 'polisi', 'berpangkat', 'kompol', 'dimutasi', 'kapolda', 'metro', 'jaya', 'namanamanya', 'mencegah', 'kebocoran', 'keuangan', 'negara', 'penegakan', 'hukum', 'kasuskasus', 'perhatian', 'pemerintah', 'judi', 'online', 'korupsi', 'narkoba', 'penyelundupan', 'keterangan', 'tertulis.sebagai', 'informasi', 'pemerintahan', 'prabowo', 'subianto', 'gibran', 'rakabuming', 'raka', 'mengusung', 'visi', 'indonesia', 'maju', 'indonesia', 'emas', 'diwujudkan', 'delapan', 'misi', 'asta', 'cita', '.', 'delapan', 'misi', 'asta', 'cita', ':', '.', 'memperkokoh', 'ideologi', 'pancasila', 'demokrasi', 'hak', 'asasi', 'manusia', 'ham', '.', 'memantapkan', 'sistem', 'pertahanan', 'keamanan', 'negara', 'mendorong', 'kemandirian', 'bangsa', 'swasembada', 'pangan', 'energi', 'air', 'ekonomi', 'kreatif', 'ekonomi', 'hijau', 'ekonomi', 'biru', '.', 'meningkatkan', 'lapangan', 'kerja', 'berkualitas', 'mendorong', 'kewirausahaan', 'mengembangkan', 'industri', 'kreatif', 'melanjutkan', 'pengembangan', 'infrastruktur', '.', 'memperkuat', 'pembangunan', 'sumber', 'daya', 'manusia', 'sdm', 'sains', 'teknologi', 'pendidikan', 'kesehatan', 'prestasi', 'olahraga', 'kesetaraan', 'gender', 'penguatan', 'peran', 'perempuan', 'pemuda', 'penyandang', 'disabilitas', '.', 'melanjutkan', 'hilirisasi', 'industrialisasi', 'meningkatkan', 'nilai', 'negeri', '.', 'membangun', 'desa', 'pemerataan', 'ekonomi', 'pemberantasan', 'kemiskinan', '..', 'memperkuat', 'reformasi', 'politik', 'hukum', 'birokrasi', 'memperkuat', 'pencegahan', 'pemberantasan', 'korupsi', 'narkoba', '.', 'memperkuat', 'penyelarasan', 'kehidupan', 'harmonis', 'lingkungan', 'alam', 'budaya', 'peningkatan', 'toleransi', 'antarumat', 'beragama', 'mencapai', 'masyarakat', 'adil', 'makmur', 'lihat', ':', 'wujudkan', 'program', 'swasembada', 'pangan', 'polri', 'rekrut', 'bintara', 'pertanian', 'cip']",nasional
"['iran', 'ledek', 'serangan', 'israel', ':', 'zionis', 'uang', 'receh', 'lemah']","['teheran', 'pemerintah', 'iran', 'meremehkan', 'skala', 'efektivitas', 'serangan', 'israel', 'siitussitus', 'militernya', 'sabtu', '.', 'pejabatnya', 'meledek', 'serangan', 'dianggap', 'lemah', 'menyaikiti', 'teheran.di', 'teheran', 'perdebatan', 'internal', 'iran', 'menanggapi', 'serangan', 'israel.dalam', 'keputusannya', 'elite', 'politik', 'iran', 'mempertimbangkan', 'tekanan', 'politik', 'diplomatik', 'militer', 'bertentangan', '.', 'nada', 'pemerintah', 'kebanggaan', 'patriotik', 'kinerja', 'pertahanan', 'udara', 'alihalih', 'seruan', 'pembalasan', '.', 'mengklaim', 'pertahanan', 'udara', 'terbukti', 'iron', 'dome', 'milik', 'israel', '.', 'baca', 'jet', 'siluman', 'f', 'israel', 'dilaporkan', 'mengebom', 'iran', 'serang', 'sistem', 'rudal', 's', 'tentara', 'tewas', 'pernyataan', 'kementerian', 'negeri', 'iran', 'mengutuk', 'serangan', ':', 'iran', 'berhak', 'berkewajiban', 'membela', 'tindakan', 'agresi', 'asing.juru', 'bicara', 'pemerintah', 'iran', 'fatemeh', 'mohajerani', ':', 'kerusakan', 'terbatas', '.', 'menurutnya', 'kebanggaan', 'rakyat', 'iran', 'diperkuat', 'respons', 'serangan', 'israel.amirhossein', 'sabeti', 'anggota', 'parlemen', 'ultrakonservatif', 'teheran', 'x', ':', 'keamanan', 'stabil', 'bergantung', 'otoritas', 'respons', 'kuat', 'kesalahan', 'terkecil', 'musuh', '.', 'gunung', 'israel', 'melahirkan', 'seekor', 'tikus', 'pelanggaran', 'garis', 'merah', 'iran', 'invasi', 'wilayah', 'negara', 'ditanggapi', 'tingkat', 'mengejutkan', '.', 'terbaik', 'menanggapi', 'terlibat', 'perang', 'melelahkan', 'gaza', 'beirut', 'paparnya', 'dikutip', 'the', 'guardian', 'minggu', '.di', 'media', 'sosial', 'seruan', 'meluncurkan', 'operasi', 'janji', 'sejati', 'iii', 'referensi', 'nama', 'kode', 'serangan', 'iran', 'israel.sebaliknya', 'mantan', 'profesor', 'universitas', 'teheran', 'sadegh', 'zibakalam', ':', 'serangan', 'udara', 'israel', 'iran', 'pencapaian', 'militer', 'tel', 'aviv', 'keberhasilan', 'diplomatik', 'washington', 'memaksa', 'perdana', 'menteri', 'israel', 'benjamin', 'netanyahu', 'ketat', 'membatasi', 'serangan', 'iran', 'membalas', '.', 'amerika', 'kesekian', 'kalinya', 'perang', 'iran', '.', 'lihat', ':', 'perbandingan', 'kekuatan', 'militer', 'iran', 'vs', 'indonesia']",internasional
"['daftar', 'suku', 'palestina', 'dimusnahkan', 'zionis', 'israel', 'habis']","['tepi', 'barat', 'palestina', 'kali', 'target', 'invasi', 'israel', 'suku', 'mendiami', 'wilayah', 'terancam', '.', 'zionis', 'berdalih', 'memburu', 'kelompok', 'pejuang', 'buktinya', 'warga', 'sipil', 'korban.dilansir', 'al', 'jazeera', 'israel', 'menjunjung', 'aspirasi', 'pendiriannya', 'menegakkan', 'doktrin', 'pendudukan', 'sembari', 'genosida', 'tersirat', 'tersurat', 'wilayah', 'palestina.zionis', 'israel', 'menuai', 'keuntungan', 'tanah', 'palestina', 'sumber', 'dayanya', 'surga', 'konsumen', 'modern', 'makmur', 'konon', 'demokratis', 'mendorong', 'hubungan', 'identifikasi', 'kuat', 'amerika', 'serikat', 'as', 'eropa.namun', 'tanggal', 'oktober', 'ketakutan', 'keterkejutan', 'hebat', 'mencengkeram', 'masyarakat', 'israel', 'hamas', 'berani', 'perlawanan', 'tel', 'aviv.ketakutan', 'israel', 'militerisasi', 'narasi', 'antipalestina', 'pembingkaian', 'ulang', 'perlawanan', 'terorisme', 'kekejaman', 'berfokus', 'ancaman', 'dirasakan', 'mempromosikan', 'segregasi', 'apartheid.daftar', 'suku', 'palestina', 'dihabisi', 'israeluntuk', 'meredakan', 'ketakutan', 'genosida', 'melenyapkan', 'suku', 'palestina', 'dalih', 'memburu', 'pelaku', 'terorisme', 'dilakukan.dikutip', 'iwgia', 'masyarakat', 'adat', 'palestina', 'badui', 'jahalin', 'alkaabneh', 'alazazmeh', 'alramadin', 'alrshaida.israel', 'suara', 'deklarasi', 'perserikatan', 'bangsabangsa', 'hakhak', 'masyarakat', 'adat', 'masyarakat', 'adat', 'palestina', 'hidup', 'ketakutan', 'terusmenerus', 'disebabkan', 'pembongkaran', 'penyitaan', 'properti', 'pembatasan', 'hakhak', 'beraktivitas.setelah', 'deklarasi', 'kemerdekaan', 'israel', 'suku', 'badui', 'jahalin', 'suku', 'gurun', 'negev', 'alkaabneh', 'alazazmeh', 'alramadin', 'alrshaida', 'berlindung', 'tepi', 'barat', 'kekuasaan', 'yordania.sukusuku', 'tradisional', 'petani', 'penggembala', 'seminomaden', 'tinggal', 'daerah', 'pedesaan', 'hebron', 'betlehem', 'yerusalem', 'yerikho', 'lembah', 'yordan', 'daerah', 'c.', 'lihat', ':', 'hassan', 'nasrallah', 'pemimpin', 'hizbullah', 'keturunan', 'nabi', 'muhammad']",internasional
"['adu', 'pengaruh', 'benjamin', 'netanyahu', 'vs', 'ali', 'khamenei', 'unggul']","['jakarta', 'perbandingan', 'pengaruh', 'benjamin', 'netanyahu', 'ayatollah', 'ali', 'khamenei', 'menarik', '.', 'nama', 'pemimpin', 'timur', 'samasama', 'berstatus', 'negaranya', 'israel', 'iran.belakangan', 'ketegangan', 'timur', 'memanas', 'buntut', 'perseteruan', 'iran', 'israel', '.', 'orang', 'menganggap', 'momen', 'pemicu', 'perang', 'besarbesaran.dalam', 'konflik', 'iran', 'israel', 'nama', 'pemimpin', 'disorot', 'netanyahu', 'sisi', 'israel', 'ali', 'khamenei', 'iran', '.', 'samasama', 'pengaruh', 'pemimpin', 'negaranya', '.', 'baca', 'tekateki', 'iran', 'luluh', 'lantak', 'diserang', 'pesawat', 'israel', 'jet', 'siluman', 'f', 'perbandingan', 'pengaruh', 'benjamin', 'netanyahu', 'vs', 'ali', 'khamenei', '.', 'pengaruh', 'internal', 'negarabenjamin', 'netanyahu', 'perdana', 'menteri', 'pm', 'israel', 'ali', 'khamenei', 'pemimpin', 'tertinggi', 'iran', '.', 'berkaca', 'statusnya', 'sosok', 'samasama', 'orang', 'nomor', 'negaranya', 'masingmasing.sejalan', 'pengaruh', 'netanyahu', 'khamenei', 'negaranya', 'bersifat', 'mutlak', '.', 'perbedaan', 'pengaruh', 'negeri', '.', 'sisi', 'khamenei', 'dihormati', 'statusnya', 'imam', 'syiah', 'iran', '.', 'pemimpin', 'politik', 'khamenei', 'dianggap', 'pemimpin', 'agama', 'sana.sementara', 'netanyahu', 'statusnya', 'pm', 'israel', '.', 'reputasinya', 'jeblok', 'kalangan', 'warganya.alasannya', 'beragam', 'dianggap', 'bertanggung', 'serangan', 'hamas', 'oktober', 'kunjung', 'dibebaskannya', 'tawanan', 'israel', '.', 'netanyahu', 'sederet', 'kontroversi', 'skandal', 'kerap', 'menimpa', 'loyalisnya', 'pemerintahan', '..', 'reputasi', 'negeribenjamin', 'netanyahu', 'dibenci', 'orang', 'dunia', '.', 'pemimpin', 'negara', 'israel', 'berbuat', 'seakan', 'menantang', 'negaranegara', 'pandang', 'bulu', '.', 'lihat', ':', 'netanyahu', 'berdamai', 'negaranegara', 'arab']",internasional
"['daftar', 'menteri', 'termuda', 'kabinet', 'prabowo', 'nomor', 'penerima', 'adhi', 'makayasa', 'akmil']","['jakarta', 'tujuh', 'menteri', 'kabinet', 'merah', 'putih', 'terbilang', 'muda', 'usianya', 'dibandingkan', '.', 'salah', 'berumur', 'an', 'tahun.kabinet', 'merah', 'putih', 'nama', 'kabinet', 'dibentuk', 'presiden', 'prabowo', 'subianto', 'wakil', 'preiden', 'gibran', 'rakabuming', 'raka', '.', 'kabinet', 'merah', 'putih', 'menteri', 'wakil', 'menteri', '.', 'jajaran', 'kabinet', 'merah', 'putih', 'menyelesaikan', 'retreat', 'akademi', 'militer', 'akmil', 'magelang', 'jawa', '.', 'retreat', 'digelar', 'kamis', 'oktober', '.dari', 'nama', 'menteri', 'presiden', 'prabowo', 'subianto', 'tergolong', 'muda', '.', 'menteri', 'termuda', 'kabinet', 'prabowo', '.', 'iftitah', 'sulaiman', 'tahunletkol', 'tni', 'purn', 'muhammad', 'iftitah', 'sulaiman', 'suryanagara', 'lahir', 'maret', 'berusia', 'dilantik', 'menteri', 'transmigrasi', 'oktober', '.', 'purnawirawan', 'tni', 'politikus', 'partai', 'demokrat.pria', 'banten', 'lulusan', 'terbaik', 'akademi', 'militer', 'akmil', 'penerima', 'bintang', 'adhi', 'makayasa', '.', 'karier', 'iftitah', 'militer', 'terhenti', 'lantaran', 'memutuskan', 'pensiun', 'tni', 'fokus', 'membantu', 'ahy', 'dunia', 'politik', 'bisnis', '..', 'raja', 'juli', 'antoni', 'tahunraja', 'juli', 'antoni', 'lahir', 'pekanbaru', 'riau', 'juli', 'berusia', '.', 'oktober', 'politikus', 'psi', 'dilantik', 'menteri', 'kehutanan.dalam', 'riwayat', 'kariernya', 'juli', 'antoni', 'dipercaya', 'direktur', 'eksekutif', 'maarif', 'institute', 'didirikan', 'mantan', 'ketua', 'pp', 'muhammadiyah', 'ahmad', 'syafii', 'maarif', '.', 'calon', 'ketua', 'pp', 'muhammadiyah', 'periode', 'gagal', '..', 'agus', 'harimurti', 'yudhoyono', 'tahunanak', 'presiden', 'susilo', 'bambang', 'yudhoyono', 'lahir', 'agustus', '.', 'dipercaya', 'menteri', 'koordinator', 'infrastruktur', 'pembangunan', 'wilayah', 'kementerian', 'kabinet', 'merah', 'putih.sebelumnya', 'ahy', 'menduduki', 'posisi', 'menteri', 'agraria', 'tata', 'ruang', 'indonesia', '.', 'ketua', 'partai', 'demokrat', '..', 'meutya', 'hafid', 'tahunselanjutnya', 'meutya', 'hafid', 'menjabat', 'menteri', 'komunikasi', 'digital', 'usia', '.', 'wanita', 'kelahiran', 'mei', 'mantan', 'anggota', 'dpr', 'menggantikan', 'burhanuddin', 'napitupulu', 'meninggal', 'dunia.sebelum', 'terjun', 'politik', 'jurnalis', 'metro', 'tv', 'pembawa', 'acara', 'acara', 'televisi', '..', 'prasetyo', 'hadi', 'tahunprasetyo', 'hadi', 'politisi', 'partai', 'gerindra', 'dipercaya', 'menteri', 'sekretaris', 'negara', 'berusia', '.', 'pria', 'lahir', 'oktober', 'mantan', 'anggota', 'dprri', 'mengundurkan', 'juli', '.kala', 'bertugas', 'komisi', 'ii', 'membidangi', 'pemerintahan', 'negeri', 'otonomi', 'daerah', '..', 'maman', 'abdurrahman', 'tahunmaman', 'abdurrahman', 'lahir', 'september', 'usianya', '.', 'pria', 'pontianak', 'menjabat', 'anggota', 'dprri', 'periode', '.kader', 'partai', 'golkar', 'bertugas', 'komisi', 'vii', 'dipercaya', 'menjabat', 'wakil', 'ketua', 'komisi', 'vii', '..', 'dito', 'ariotedjo', 'tahunmenteri', 'termuda', 'kabinet', 'merah', 'putih', 'dibentuk', 'prabowo', 'subianto', 'dito', 'ariotedjo', 'berusia', '.', 'pria', 'kelahiran', 'september', 'menteri', 'termuda', 'sejarah', 'orde', 'baru.dito', 'orang', 'kelahiran', 'dasawarsa', 'an', 'menteri', '.', 'masuk', 'jajaran', 'tim', 'ahli', 'menteri', 'koordinator', 'bidang', 'perekonomian', 'indonesia', '.', 'lihat', ':', 'gibran', 'plt', 'presiden', 'pekan', 'istana', 'abd']",nasional
"['ditunda', 'sidang', 'pk', 'jessica', 'wongso', 'digelar', 'pn', 'jakarta', 'pusat']","['jakarta', 'pengadilan', 'negeri', 'jakarta', 'pusat', 'pn', 'jakpus', 'menggelar', 'sidang', 'peninjauan', 'pk', 'jessica', 'kumala', 'wongso', 'selasa', '.', 'pk', 'terkait', 'pembunuhan', 'wayan', 'mirna', 'salihin', 'dikenal', 'kopi', 'sianida.diketahui', 'sejatinya', 'sidang', 'perdana', 'pk', 'digelar', 'senin', 'oktober', '.', 'persidangan', 'ditunda', 'lantaran', 'pemohon', 'menghadirkan', 'saksi', 'novum', 'disumpah', '.', 'novum', 'disumpah', 'ketua', 'majelis', 'hakim', 'zulkifli', 'atjo', 'ruang', 'sidang', 'pengadilan', 'negeri', 'jakarta', 'pusat', 'senin', '.', 'baca', 'kekeliruan', 'hakim', 'alasan', 'jessica', 'wongso', 'ajukan', 'pk', 'kopi', 'sianida', 'hakim', 'atjo', 'sidang', 'ditunda', 'pekan', '.', 'penundaan', 'melengkapi', 'halhal', 'dibutuhkan', '.', 'baca', 'perwira', 'polisi', 'berpangkat', 'kompol', 'dimutasi', 'kapolda', 'metro', 'jaya', 'namanamanya', 'melaksanakan', 'formalitasnya', 'membuktikan', 'materilnya', 'mahkamah', 'agung', '.', 'tunda', 'selasa', 'tanggal', 'oktober', 'melengkapi', 'lengkap', 'hakim', 'atjo', '.', 'pantauan', 'lokasi', 'jessica', 'penasihat', 'hukumnya', 'ruang', 'sidang', 'pn', 'jakpus', 'sekira', '.', 'wib', '.', 'jessica', 'mengikuti', 'persidangan', '.', 'lihat', ':', 'sidang', 'pk', 'jessica', 'wongso', 'pembacaan', 'memori', 'kasasi', 'cip']",nasional
"['cnn', 'jet', 'tempur', 'israel', 'terobos', 'langit', 'iran', 'beda', 'klaim', 'teheran']","['teheran', 'cnn', 'media', 'berbasis', 'amerika', 'serikat', 'as', 'melaporkan', 'jet', 'tempur', 'israel', 'memasuki', 'langit', 'wilayah', 'udara', 'iran', 'serangan', 'udara', 'sabtu.laporan', 'berbeda', 'narasi', 'teheran', 'jetjet', 'tempur', 'zionis', 'menyerang', 'wilayah', 'udara', 'irak', 'dikendalikan', 'amerika', 'serikat', 'as', 'memasuki', 'wilayah', 'udara', 'iran.laporan', 'cnn', 'muncul', 'sehari', 'iran', 'international', 'melaporkan', 'jet', 'tempur', 'siluman', 'f', 'israel', 'memasuki', 'wilayah', 'udara', 'iran', 'kalinya', 'mengebom', 'target', 'teheran', '.', 'baca', 'militer', 'iran', ':', 'jetjet', 'tempur', 'israel', 'menyerang', 'wilayah', 'udara', 'irak', 'laporan', 'media', 'amerika', 'mengutip', 'mantan', 'pejabat', 'israel', '.', 'jenis', 'jet', 'tempur', 'zionis', 'menerobos', 'wilayah', 'udara', 'iran.sementara', 'jet', 'terlibat', 'misi', 'memasuki', 'wilayah', 'udara', 'iran', 'tulis', 'cnn', 'laporannya.beberapa', 'jam', 'serangan', 'udara', 'israel', 'staf', 'angkatan', 'bersenjata', 'iran', 'pesawat', 'israel', 'wilayah', 'udara', 'irak', 'dikendalikan', 'militer', 'as', 'meluncurkan', 'rudal', 'jarak', 'diluncurkan', 'udara.pernyataan', 'militer', 'iran', 'serangan', 'zionis', 'mengakibatkan', 'kerusakan', 'terbatas', 'minimal', '.', 'berkat', 'kinerja', 'pertahanan', 'udara', 'negara', 'staf', 'tersebut.beberapa', 'sistem', 'radar', 'rusak', 'diperbaiki', 'diperbaiki', 'pernyataan', 'tersebut.namun', 'citra', 'satelit', 'planet', 'labs', 'penyedia', 'komersial', 'dianalisis', 'ahli', 'militer', 'kerusakan', 'parah', 'situssitus', 'utama', 'militer', 'iran', 'menggarisbawahi', 'dampak', 'signifikan', 'operasi', 'israel.target', 'serangan', 'meliputi', 'fasilitas', 'produksi', 'rudal', 'pabrik', 'pencampuran', 'bahan', 'bakar', 'rudal', 'situssitus', 'terkait', 'pengembangan', 'senjata', 'nuklir', '.', 'lihat', ':', 'perbandingan', 'kekuatan', 'militer', 'iran', 'vs', 'indonesia']",internasional
"['pertahanan', 'udara', 'iran', 'berhasil', 'cegat', 'rudal', 'israel', 'kerusakan', 'minimal']","['teheran', 'iran', 'israel', 'menyerang', 'fasilitas', 'militer', 'negeri', 'sabtu', 'pagi', 'menyebabkan', 'kerusakan', 'terbatas', 'daerah.pertahanan', 'udara', 'iran', 'terbukti', 'mencegat', 'rudal', 'diluncurkan', 'israel', '.', 'israel', 'menyerang', 'bagianbagian', 'pusat', 'militer', 'provinsi', 'teheran', 'khuzestan', 'ilam', 'laporan', 'kantor', 'berita', 'negara', 'irna.irna', 'serangan', 'berhasil', 'dicegat', 'dilawan', 'sistem', 'pertahanan', 'udara', 'terpadu', 'iran', '.', 'pejabat', 'iran', 'pertahanan', 'udara', 'dikerahkan', 'daerah', 'teheran', 'negara', 'papar', 'laporan', 'irna.kantor', 'berita', 'milik', 'negara', 'irna', 'pertahanan', 'udara', 'iran', 'berhasil', 'menembak', 'jatuh', 'target', 'musuh', 'wilayah', 'udara', 'provinsi', 'teheran.rekaman', 'dibagikan', 'daring', 'menangkap', 'intersepsi', 'kota', 'iran.seperti', 'dilaporkan', 'juru', 'bicara', 'senior', 'militer', 'israel', 'daniel', 'hagari', 'mengonfirmasi', 'israel', 'serangan', 'balasannya', 'iran.juru', 'bicara', 'militer', 'israel', 'arab', 'avichay', 'adraee', 'rincian', 'operasi', 'harihari', 'perhitungan.adraee', 'pesawat', 'selamat', 'pangkalan', '.', 'pesawat', 'angkatan', 'udara', 'dipandu', 'intelijen', 'menyerang', 'sarana', 'produksi', 'rudal', 'diluncurkan', 'iran', 'negara', 'israel', 'setahun', 'rudalrudal', 'ancaman', 'langsung', 'warga', 'israel', '.', 'sistem', 'rudal', 'permukaankeudara', 'iran', 'kemampuan', 'udara', 'diserang', 'membatasi', 'kebebasan', 'udara', 'israel', 'iran', '.', 'serangan', 'selesai', 'tujuannya', 'tercapai', 'pungkas', '.', 'baca', 'israel', 'serang', 'iran', 'ledakan', 'terdengar', 'teheran', 'lihat', ':', 'alasan', 'israel', 'mengalami', 'kekalahan', 'perang', 'lebanon', 'gaza', 'sya']",internasional
